REGION_DE_NAISSANCE,NIVEAU,SESSION,MENTION,MOYENNE ANNUELLE,RESULTAT,RESULTAT APP EVALUATION,Année BAC,Sexe,Série,Ets. de provenance,Académie de l'Ets. Prov.,Résidence,Centre d'Ec.,Nbre Fois au BAC,Mention,Groupe Résultat,Année de l'Extrait EC,Moy. nde,Moy. ère,Moy. S Term.,Moy. S Term..1,MATH,SCPH,FR,PHILO,AN,SVT,Tot. Pts au Grp.,Moyenne au Grp.,Moy. Gle,Moy. sur Mat.Fond.,Age en Décembre 2018,Score DAP,Rang DAP,Score L1,Rang L1
 Dakar,1,Deuxième Session,,8.62,AUTORISE,1,2018,F,S2,LYCEE JOHN F KENNEDY,Académie de Dakar,DAKAR,LYCEE LAMINE GUEYE,1,Pass,1,1999,14.61,11.73,13.0,12.56,13,12,10,11,9,6.0,269,10.35,10.35,10.18,19,199.0,202,8.62,191
 Dakar,1,Deuxième Session,,7.45,NON ADMIS,1,2018,M,S2,LYCEE DE PIKINE,Académie de Pikine - Guédiawaye,GUEDIAWAYE,CEM JOSEPH CORREA A,1,Pass,2,2006,12.72,11.88,10.73,10.42,11,11,12,6,7,5.0,226,8.69,10.96,12.0,19,175.0,239,7.45,229
 Thiès,1,Deuxième Session,,7.4,NON ADMIS,1,2018,M,S2,LYCEE BLAISE DIAGNE,Académie de Dakar,DAKAR,LYCEE LAMINE GUEYE,2,Pass,2,2010,10.71,11.37,10.62,8.25,11,10,6,6,5,5.0,208,8.0,10.77,12.06,20,151.04999999999998,284,7.4,232
 Dakar,1,Première Session,Assez-Bien,12.08,PASSE,1,2018,M,S1,LYCEE DE MBAO,Académie de Pikine - Guédiawaye,MBAO,LYCEE DE MBAO,1,Pass,1,1997,12.93,12.01,10.86,11.48,11,11,8,7,8,7.0,270,10.0,10.0,11.0,21,265.0,65,112.08,31
,1,Deuxième Session,,10.06,AUTORISE,1,2018,M,S2,LYCEE SERGENT MALAMINE CAMARA,Académie de Dakar,PARCELLES ASSAINIES,LYCEE SERGENT MALAMINE CAMARA,1,ABien,1,2004,12.27,12.21,14.89,14.04,16,15,14,9,15,12.0,360,13.85,13.85,14.24,19,264.0,67,10.06,147
 Fatick,1,Deuxième Session,,2.91,NON ADMIS,1,2018,F,S2,COURS PRIVES MBOUTOU SOW,Académie de Kaolack,KAOLACK,COLLEGE PIE XII,1,Pass,1,1999,12.78,11.5,11.72,12.17,8,12,11,10,9,8.0,260,10.0,10.0,9.41,19,154.0,278,2.91,332
 Dakar,1,Première Session,Passable,11.09,PASSE,1,2018,M,S1,LYCEE EL HADJI IBRAHIMA DIOP DE YEUMBEUL,Académie de Pikine - Guédiawaye,PIKINE,LYCEE DE THIAROYE,1,Pass,1,1997,15.49,12.53,11.83,12.03,8,11,13,8,13,7.0,270,10.0,10.0,9.5,21,238.0,124,111.09,59
 Dakar,1,Première Session,Passable,11.16,PASSE,1,2018,M,S2,LYCEE SERGENT MALAMINE CAMARA,Académie de Dakar,PARCELLES ASSAINIES,LYCEE SERGENT MALAMINE CAMARA,1,Bien,1,2017,11.49,11.47,14.18,13.18,17,16,11,12,18,14.0,400,15.38,15.38,15.59,19,289.0,31,111.16,56
 Kaolack,1,Deuxième Session,,6.32,NON ADMIS,1,2018,M,S2,NOUVEAU LYCEE DE KAOLACK,Académie de Kaolack,KAOLACK,COLLEGE PRIVE MBOUTOU SOW,2,Pass,1,2008,12.52,12.02,11.05,11.51,13,13,8,12,11,10.0,287,11.04,11.04,11.94,19,194.75,209,6.32,261
Kaffrine,1,Deuxième Session,,5.28,NON ADMIS,1,2018,F,S2,LYCEE DE MEDINA SABAKH,Académie de Kaolack,MEDINA SABAKH,LYCEE DE MEDINA SABAKH,3,Pass,1,2006,11.58,10.14,10.5,10.05,11,11,10,12,12,6.0,260,10.0,10.0,9.24,24,148.5,291,5.28,281
 Dakar,1,Deuxième Session,,4.23,NON ADMIS,1,2018,F,S2,INDIVIDUEL LA MAISON DE LA SAGESSE,Académie de Dakar,DAKAR,UNIVERSITE AMADOU HAMPATE BA,1,Pass,1,2000,0.0,0.0,0.0,0.0,10,11,10,7,10,12.0,272,10.46,10.46,11.06,18,166.0,253,4.23,312
 Dakar,1,Deuxième Session,,9.42,AUTORISE,1,2018,M,S2,COURS PRIVES SAVOIR PLUS,Académie de Pikine - Guédiawaye,KEUR MASSAR,LYCEE ZONE DE RECASEMENT DE KEUR MASSAR ,1,Pass,1,2000,11.74,13.93,13.26,13.03,19,10,8,9,9,6.0,260,10.0,10.0,11.24,18,241.0,113,9.42,158
 Kaolack,1,Première Session,Passable,10.34,PASSE,1,2018,M,S1,LYCEE BLAISE DIAGNE,Académie de Dakar,DAKAR,LYCEE TECHNIQUE INDUSTRIEL DELAFOSSE,1,Pass,1,2007,14.06,12.51,13.04,12.24,8,13,10,11,15,8.0,292,10.81,10.81,10.5,19,260.0,75,110.34,85
 Dakar,1,Deuxième Session,Passable,10.12,PASSE,1,2018,M,S1,LYCEE DE THIAROYE,Académie de Pikine - Guédiawaye,PIKINE,LYCEE DE THIAROYE,1,Pass,1,1998,12.48,12.18,11.21,13.04,11,12,9,7,8,6.0,286,10.59,10.59,11.5,20,271.0,53,10.12,144
 Dakar,1,Deuxième Session,,7.84,NON ADMIS,1,2018,F,S1,LYCEE LAMINE GUEYE,Académie de Dakar,DAKAR,UNIVERSITE AMADOU HAMPATE BA,1,Pass,2,1997,14.92,11.76,9.22,10.25,10,10,11,7,10,7.0,262,9.7,11.67,13.0,21,250.0,93,7.84,215
 Louga,1,Première Session,Passable,11.79,PASSE,1,2018,M,S2,NOUVEAU LYCEE DE LOUGA,Académie de Louga,LOUGA,LYCEE MALICK SALL,1,Pass,1,1999,14.37,12.62,13.36,13.4,18,16,8,5,9,3.0,272,10.46,10.46,12.0,19,268.0,55,111.78999999999999,37
 Dakar,1,Deuxième Session,,9.35,AUTORISE,1,2017,F,S1,LYCEE CHERIF SAMSIDINE AIDARA,Académie de Kolda,VELINGARA,ECOLE ELEMENTAIRE THIERNO SOUAIBOU SOUARE,1,Pass,2,1998,13.69,10.81,11.64,11.36,5,10,12,7,5,7.0,216,8.0,10.15,10.5,21,205.0,196,9.35,162
 Dakar,1,Deuxième Session,,9.6,AUTORISE,1,2018,M,S2,LYCEE DE MBAO,Académie de Pikine - Guédiawaye,MBAO,CEM DIAMAGUENE (SICAP MBAO),1,Pass,1,1997,13.26,12.37,12.71,11.16,11,10,12,11,9,9.0,260,10.0,10.0,9.94,21,159.0,271,9.6,153
 Dakar,1,Deuxième Session,,4.42,NON ADMIS,1,2018,M,S2,GROUPE SCOLAIRE EDUCAZUR,Académie de Pikine - Guédiawaye,MBAO,LYCEE DE MBAO,4,Pass,1,1995,10.14,9.41,12.37,11.71,10,12,9,11,6,8.0,261,10.04,10.04,10.0,23,137.7,310,4.42,307
 Thiès,1,Deuxième Session,,6.91,NON ADMIS,1,2018,M,S2,LYCEE VALDIODIO NDIAYE,Académie de Kaolack,KAOLACK,COLLEGE PIE XII,2,Pass,2,2004,9.73,10.91,10.51,9.21,9,12,10,4,8,3.0,208,8.0,10.42,11.65,23,145.35,297,6.91,242
 Dakar,1,Deuxième Session,Passable,10.0,PASSE,1,2018,F,S1,LYCEE ABDOULAYE SADJI,Académie de Rufisque,RUFISQUE,LYCEE MODERNE DE RUFISQUE,1,Pass,1,2000,16.02,12.43,9.8,10.64,9,11,11,9,7,9.0,270,10.0,10.0,10.0,18,257.0,79,10.0,148
 Fatick,1,Deuxième Session,,8.05,NON ADMIS,1,2018,M,S1,ECOLE CATHOLIQUE COLLEGE SAINT PIERRE,Académie de Dakar,DAKAR,UNIVERSITE AMADOU HAMPATE BA,1,Pass,2,2006,14.05,12.27,10.83,9.38,5,10,13,7,8,4.0,216,8.0,10.15,10.5,19,215.0,176,8.05,211
 Kaolack,1,Deuxième Session,,5.58,NON ADMIS,1,2018,F,S2,LYCEE SAMBA DIONE DE GANDIAYE,Académie de Kaolack,GANDIAYE,LYCEE SAMBA DIONE DE GANDIAYE,1,Pass,2,1999,10.79,11.41,11.59,9.87,6,11,11,10,8,5.0,208,8.0,11.0,11.06,19,130.0,324,5.58,268
 Tambacounda,1,Deuxième Session,Passable,11.83,PASSE,1,2018,M,S2,LYCEE DE KIDIRA,Académie de Tambacounda,KIDIRA,LYCEE DE KIDIRA,1,Pass,1,2011,11.85,12.55,12.01,12.82,17,14,6,5,8,7.0,277,10.65,10.65,12.41,19,247.0,99,11.83,104
 Dakar,1,Deuxième Session,,6.83,NON ADMIS,1,2018,M,S2,LYCEE SEYDINA ISSA ROHOU LAHI,Académie de Pikine - Guédiawaye,GUEDIAWAYE,ECOLE NANSEN,1,Pass,1,1999,10.09,11.89,12.57,10.32,10,11,13,8,6,9.0,260,10.0,10.0,10.0,19,166.0,253,6.83,247
 Louga,1,Deuxième Session,,4.96,NON ADMIS,1,2018,M,S2,LYCEE MACODOU KANGUE SALL,Académie de Louga,KEBEMER,LYCEE MACODOU KANGUE SALL,1,Pass,2,1998,11.81,11.36,10.61,11.03,15,12,8,5,4,5.0,233,8.96,12.19,15.0,20,207.0,190,4.96,289
 Fatick,1,Deuxième Session,,8.23,AUTORISE,1,2018,M,S2,LYCEE DE DJILOR SALOUM,Académie de Fatick,DJILOR,LYCEE DE DJILOR SALOUM,1,Pass,1,1998,12.68,13.52,11.63,13.1,18,12,7,6,10,7.0,273,10.5,10.5,12.0,20,234.0,139,8.23,206
 Dakar,1,Deuxième Session,,8.74,NON ADMIS,1,2018,M,S2,LYCEE DES PARCELLES ASSAINIES U13,Académie de Dakar,PARCELLES ASSAINIES,ECOLE CATHOLIQUE CARDINAL HYACINTHE THIANDOUM,1,ABien,1,1999,11.53,11.24,12.03,13.3,17,14,9,11,6,10.0,312,12.0,12.0,13.47,19,267.0,59,8.74,188
 Fatick,1,Deuxième Session,Passable,11.55,PASSE,1,2018,F,S1,LYCEE DE NIAKHAR,Académie de Fatick,NIAKHAR,LYCEE DE NIAKHAR,1,Pass,2,1997,14.78,13.22,11.88,12.66,7,8,8,7,12,9.0,233,8.63,12.0,13.0,21,211.0,186,11.55,107
 Dakar,1,Deuxième Session,,2.52,NON ADMIS,1,2018,M,S2,COLLEGE JEAN DE LA FONTAINE,Académie de Dakar,DAKAR,INSTITUTION NOTRE DAME,4,Pass,2,2005,11.86,10.84,10.96,10.24,12,6,7,6,9,6.0,208,8.0,11.0,11.29,24,122.39999999999999,328,2.52,340
 Kaolack,1,Deuxième Session,,4.95,NON ADMIS,1,2018,M,S2,LYCEE VALDIODIO NDIAYE,Académie de Kaolack,KAOLACK,COLLEGE PRIVE MBOUTOU SOW,2,Pass,2,2009,10.12,9.72,8.75,9.04,17,10,8,9,9,4.0,245,9.42,10.81,12.06,22,202.35,198,4.95,291
 Kaolack,1,Deuxième Session,Passable,10.15,PASSE,1,2018,F,S2,LYCEE DE KAHONE,Académie de Kaolack,KAHONE,LYCEE DE KAHONE,2,Pass,1,1998,11.77,10.37,12.37,12.35,16,10,6,11,10,7.0,260,10.0,10.0,10.71,20,193.79999999999998,211,10.15,142
 Dakar,1,Première Session,Passable,11.4,PASSE,1,2018,M,S1,LYCEE EL HADJI IBRAHIMA DIOP DE YEUMBEUL,Académie de Pikine - Guédiawaye,PIKINE,LYCEE DE THIAROYE,1,Bien,1,1998,14.51,13.61,14.2,14.53,13,16,17,9,13,12.0,378,14.0,14.0,14.5,20,343.0,4,111.4,49
 Diourbel,1,Deuxième Session,,3.23,NON ADMIS,1,2018,M,S1,LYCEE DE BAMBEY SERERE,Académie de Diourbel,BAMBEY SERERE,LYCEE DE BAMBEY SERERE,1,Pass,2,2001,13.6,11.65,10.84,10.56,9,9,9,9,5,8.0,238,8.81,10.89,12.5,20,235.0,135,3.23,328
 Saint-Louis,1,Deuxième Session,,4.47,NON ADMIS,1,2018,M,S2,LYCEE MODERNE DE RUFISQUE,Académie de Rufisque,RUFISQUE,LYCEE MODERNE DE RUFISQUE,1,Pass,2,2004,10.96,10.12,10.47,11.68,9,10,10,6,12,7.0,234,9.0,11.46,11.82,20,141.0,302,4.47,306
 Louga,1,Première Session,Bien,14.01,PASSE,1,2018,M,S1,NOUVEAU LYCEE DE LOUGA,Académie de Louga,LOUGA,LYCEE MALICK SALL,1,Pass,1,2004,15.29,13.83,12.88,13.79,12,11,9,5,10,6.0,283,10.48,10.48,11.5,20,274.0,47,114.01,10
 Dakar,1,Deuxième Session,,8.0,NON ADMIS,1,2018,M,S2,LYCEE DE MBAO,Académie de Pikine - Guédiawaye,MBAO,LYCEE DE MBAO,2,Pass,2,1997,10.94,9.65,11.68,9.66,8,9,8,10,6,6.0,208,8.0,10.15,9.71,21,119.69999999999999,331,8.0,212
 Kolda,1,Deuxième Session,Passable,10.89,PASSE,1,2018,M,S1,LYCEE MACIRE BA DE KEDOUGOU,Académie de Kédougou,KEDOUGOU,LYCEE TECHNIQUE INDUSTRIEL DE KEDOUGOU,1,Pass,2,1998,15.71,12.59,13.52,11.45,8,8,12,8,11,8.0,236,8.74,11.7,12.0,20,220.0,165,10.89,121
 Dakar,1,Première Session,Passable,10.55,PASSE,1,2018,M,S2,LYCEE DE FISSEL,Académie de Thiès,FISSEL,LYCEE DE FISSEL,1,ABien,1,1999,14.89,13.68,14.41,15.0,19,12,11,8,10,14.0,347,13.35,13.35,14.76,20,263.0,69,110.55,80
 Diourbel,1,Deuxième Session,Passable,10.69,PASSE,1,2018,M,S1,LYCEE MAME THIERNO BIRAHIM MBACKE,Académie de Louga,DAROU MOUSTY,LYCEE MAME THIERNO BIRAHIM MBACKE,1,Pass,1,2006,14.47,14.59,11.45,13.05,10,11,10,12,10,12.0,290,10.74,10.74,10.5,19,266.0,62,10.69,124
 Louga,1,Première Session,Assez-Bien,12.94,PASSE,1,2018,M,S1,NOUVEAU LYCEE DE LOUGA,Académie de Louga,LOUGA,LYCEE MALICK SALL,1,Pass,1,1999,11.43,11.3,11.42,12.58,13,11,6,5,10,7.0,279,10.33,10.33,12.0,19,293.0,29,112.94,23
